,FINAL SCORE,T1,T2,T3,T4,RANK
556,132.0,61.0,37.0,32.0,10.0,540.0
557,132.0,61.0,36.0,31.0,12.0,541.0
558,132.0,58.0,36.0,33.0,15.0,542.0
559,132.0,57.0,42.0,33.0,10.0,543.0
560,132.0,57.0,37.0,33.0,15.0,544.0
561,132.0,57.0,36.0,36.0,13.0,545.0
562,131.75,63.0,36.0,32.0,11.0,546.0
563,131.75,63.0,36.0,31.0,10.0,547.0
564,131.75,62.0,36.0,34.0,11.0,548.0
565,131.75,62.0,35.0,35.0,11.0,549.0
566,131.75,61.0,39.0,34.0,9.0,550.0
567,131.75,61.0,36.0,35.0,11.0,551.0
568,131.75,60.0,37.0,31.0,14.0,552.0
569,131.75,55.0,43.0,33.0,12.0,553.0
570,131.75,53.0,42.0,36.0,11.0,554.0
571,131.5,65.0,36.0,29.0,12.0,555.0
572,131.5,63.0,40.0,31.0,7.0,556.0
573,131.5,63.0,35.0,35.0,11.0,557.0
574,131.5,62.0,36.0,29.0,14.0,558.0
575,131.5,61.0,40.0,32.0,7.0,559.0
576,131.5,60.0,39.0,32.0,12.0,560.0
578,131.5,57.0,42.0,32.0,13.0,561.0
579,131.5,54.0,41.0,38.0,8.0,562.0
580,131.25,62.0,37.0,32.0,12.0,563.0
581,131.25,62.0,36.0,33.0,11.0,564.0
582,131.25,62.0,36.0,33.0,11.0,565.0
583,131.25,61.0,36.0,30.0,13.0,566.0
584,131.25,60.0,41.0,34.0,6.0,567.0
585,131.25,58.0,41.0,32.0,12.0,568.0
586,131.25,58.0,39.0,36.0,11.0,569.0
587,131.25,58.0,39.0,34.0,10.0,570.0
588,131.25,57.0,43.0,27.0,15.0,571.0
589,131.0,63.0,37.0,32.0,9.0,572.0
590,131.0,60.0,41.0,33.0,10.0,573.0
591,131.0,60.0,40.0,32.0,9.0,574.0
592,131.0,60.0,36.0,35.0,12.0,575.0
593,131.0,60.0,34.0,36.0,12.0,576.0
594,131.0,59.0,42.0,35.0,6.0,577.0
595,131.0,59.0,36.0,36.0,7.0,578.0
596,131.0,57.0,38.0,35.0,11.0,579.0
597,131.0,57.0,38.0,33.0,10.0,580.0
598,131.0,57.0,33.0,37.0,13.0,581.0
599,131.0,55.0,43.0,33.0,12.0,582.0
600,130.75,65.0,39.0,30.0,9.0,583.0
601,130.75,63.0,37.0,32.0,10.0,584.0
602,130.75,63.0,37.0,27.0,16.0,585.0
603,130.75,61.0,36.0,32.0,13.0,586.0
604,130.75,61.0,35.0,33.0,14.0,587.0
605,130.75,59.0,39.0,29.0,11.0,588.0
607,130.75,58.0,35.0,33.0,15.0,589.0
608,130.75,53.0,37.0,42.0,11.0,590.0
609,130.75,52.0,38.0,39.0,12.0,591.0
610,130.5,64.0,33.0,32.0,9.0,592.0
611,130.5,63.0,34.0,32.0,9.0,593.0
612,130.5,61.0,34.0,34.0,11.0,594.0
613,130.5,54.0,39.0,34.0,17.0,595.0
614,130.5,53.0,39.0,35.0,13.0,596.0
615,130.25,63.0,37.0,33.0,10.0,597.0
616,130.25,63.0,35.0,34.0,10.0,598.0
617,130.25,63.0,33.0,32.0,12.0,599.0
618,130.25,62.0,37.0,31.0,13.0,600.0
619,130.25,62.0,34.0,35.0,10.0,601.0
620,130.25,60.0,39.0,31.0,11.0,602.0
621,130.25,60.0,36.0,33.0,12.0,603.0
622,130.25,60.0,35.0,36.0,10.0,604.0
623,130.25,60.0,34.0,37.0,7.0,605.0
624,130.25,59.0,36.0,30.0,14.0,606.0
625,130.25,59.0,35.0,32.0,14.0,607.0
626,130.25,57.0,39.0,34.0,14.0,608.0
627,130.25,57.0,38.0,32.0,15.0,609.0
628,130.25,55.0,38.0,29.0,13.0,610.0
629,130.0,65.0,41.0,31.0,3.0,611.0
630,130.0,56.0,37.0,33.0,13.0,612.0
631,130.0,54.0,40.0,36.0,11.0,613.0
632,130.0,54.0,40.0,33.0,11.0,614.0
633,129.75,62.0,40.0,28.0,10.0,615.0
634,129.75,53.0,38.0,35.0,16.0,616.0
636,129.5,67.0,33.0,27.0,12.0,617.0
637,129.5,64.0,36.0,36.0,0.0,618.0
638,129.5,64.0,36.0,29.0,12.0,619.0
639,129.5,63.0,34.0,29.0,13.0,620.0
640,129.5,60.0,35.0,32.0,13.0,621.0
641,129.5,60.0,33.0,29.0,16.0,622.0
642,129.5,59.0,41.0,32.0,7.0,623.0
643,129.5,58.0,38.0,28.0,11.0,624.0
644,129.5,58.0,37.0,32.0,12.0,625.0
645,129.25,63.0,44.0,28.0,3.0,626.0
646,129.25,63.0,36.0,33.0,9.0,627.0
647,129.25,63.0,36.0,32.0,8.0,628.0
648,129.25,62.0,37.0,28.0,12.0,629.0
649,129.25,61.0,40.0,32.0,7.0,630.0
650,129.25,59.0,37.0,31.0,11.0,631.0
651,129.25,58.0,34.0,33.0,14.0,632.0
652,129.25,56.0,42.0,35.0,6.0,633.0
653,129.25,55.0,41.0,34.0,10.0,634.0
654,129.25,55.0,32.0,34.0,14.0,635.0
655,129.25,52.0,37.0,39.0,14.0,636.0
656,129.0,63.0,38.0,33.0,4.0,637.0
657,129.0,61.0,42.0,30.0,6.0,638.0
658,129.0,59.0,45.0,30.0,5.0,639.0
659,129.0,59.0,35.0,33.0,13.0,640.0
660,129.0,58.0,39.0,35.0,10.0,641.0
661,129.0,58.0,39.0,32.0,13.0,642.0
662,129.0,56.0,39.0,30.0,8.0,643.0
663,129.0,54.0,40.0,33.0,14.0,644.0
665,128.75,61.0,37.0,36.0,3.0,645.0
666,128.75,59.0,36.0,35.0,10.0,646.0
667,128.75,58.0,38.0,32.0,11.0,647.0
668,128.75,58.0,37.0,38.0,7.0,648.0
669,128.75,58.0,34.0,30.0,14.0,649.0
670,128.75,57.0,43.0,33.0,9.0,650.0
671,128.75,55.0,43.0,30.0,11.0,651.0
672,128.5,64.0,42.0,27.0,4.0,652.0
673,128.5,63.0,35.0,27.0,11.0,653.0
674,128.5,63.0,34.0,30.0,9.0,654.0
675,128.5,62.0,38.0,31.0,10.0,655.0
676,128.5,62.0,38.0,30.0,9.0,656.0
677,128.5,61.0,39.0,29.0,4.0,657.0
678,128.5,61.0,37.0,35.0,3.0,658.0
679,128.5,57.0,37.0,32.0,12.0,659.0
680,128.5,57.0,36.0,33.0,12.0,660.0
681,128.5,57.0,36.0,31.0,15.0,661.0
682,128.5,57.0,35.0,33.0,13.0,662.0
683,128.25,65.0,32.0,32.0,8.0,663.0
684,128.25,65.0,31.0,34.0,6.0,664.0
685,128.25,63.0,41.0,27.0,10.0,665.0
686,128.25,62.0,34.0,34.0,11.0,666.0
687,128.25,62.0,31.0,30.0,12.0,667.0
688,128.25,58.0,34.0,37.0,11.0,668.0
689,128.25,57.0,37.0,27.0,14.0,669.0
690,128.25,55.0,33.0,29.0,18.0,670.0
691,128.0,63.0,35.0,27.0,13.0,671.0
692,128.0,58.0,35.0,33.0,13.0,672.0
694,128.0,53.0,40.0,37.0,10.0,673.0
695,128.0,49.0,38.0,37.0,14.0,674.0
696,127.75,61.0,37.0,31.0,8.0,675.0
697,127.75,58.0,39.0,27.0,14.0,676.0
698,127.75,58.0,37.0,34.0,6.0,677.0
699,127.75,57.0,38.0,31.0,11.0,678.0
700,127.75,53.0,38.0,32.0,16.0,679.0
701,127.5,68.0,41.0,26.0,3.0,680.0
702,127.5,64.0,38.0,30.0,6.0,681.0
703,127.5,64.0,36.0,33.0,9.0,682.0
704,127.5,61.0,37.0,29.0,12.0,683.0
705,127.5,61.0,35.0,35.0,9.0,684.0
706,127.5,59.0,38.0,31.0,14.0,685.0
707,127.5,58.0,42.0,32.0,10.0,686.0
708,127.5,56.0,37.0,32.0,16.0,687.0
709,127.5,53.0,35.0,38.0,15.0,688.0
710,127.5,50.0,35.0,41.0,15.0,689.0
711,127.25,72.0,38.0,25.0,0.0,690.0
712,127.25,61.0,34.0,31.0,14.0,691.0
713,127.25,59.0,39.0,27.0,14.0,692.0
714,127.25,58.0,40.0,35.0,7.0,693.0
715,127.25,57.0,39.0,35.0,7.0,694.0
716,127.25,52.0,36.0,36.0,14.0,695.0
717,127.0,60.0,38.0,30.0,9.0,696.0
718,127.0,60.0,33.0,34.0,10.0,697.0
719,127.0,59.0,34.0,30.0,17.0,698.0
720,127.0,59.0,33.0,34.0,15.0,699.0
721,127.0,58.0,40.0,28.0,12.0,700.0
723,127.0,57.0,38.0,34.0,10.0,701.0
724,127.0,57.0,37.0,32.0,10.0,702.0
725,127.0,57.0,36.0,29.0,16.0,703.0
726,127.0,54.0,36.0,34.0,14.0,704.0
727,127.0,54.0,32.0,38.0,14.0,705.0
728,127.0,53.0,38.0,34.0,13.0,706.0
729,126.75,66.0,34.0,22.0,13.0,707.0
730,126.75,64.0,32.0,35.0,10.0,708.0
731,126.75,62.0,38.0,29.0,9.0,709.0
732,126.75,60.0,33.0,38.0,10.0,710.0
733,126.75,59.0,37.0,30.0,11.0,711.0
734,126.75,57.0,37.0,33.0,11.0,712.0
735,126.75,57.0,35.0,34.0,11.0,713.0
736,126.5,62.0,37.0,29.0,9.0,714.0
737,126.5,62.0,35.0,36.0,1.0,715.0
738,126.5,58.0,35.0,38.0,6.0,716.0
739,126.5,57.0,38.0,32.0,13.0,717.0
740,126.5,56.0,37.0,36.0,12.0,718.0
741,126.5,52.0,38.0,36.0,8.0,719.0
742,126.25,64.0,39.0,26.0,10.0,720.0
743,126.25,64.0,35.0,29.0,8.0,721.0
744,126.25,63.0,36.0,31.0,5.0,722.0
745,126.25,62.0,34.0,29.0,8.0,723.0
746,126.25,61.0,37.0,31.0,7.0,724.0
747,126.25,59.0,39.0,31.0,2.0,725.0
748,126.25,59.0,35.0,28.0,10.0,726.0
749,126.25,58.0,29.0,35.0,14.0,727.0
750,126.25,49.0,39.0,37.0,11.0,728.0
752,126.0,66.0,28.0,30.0,16.0,729.0
753,126.0,62.0,36.0,29.0,10.0,730.0
754,126.0,60.0,35.0,31.0,12.0,731.0
755,126.0,60.0,32.0,36.0,11.0,732.0
756,126.0,59.0,38.0,34.0,6.0,733.0
757,126.0,59.0,37.0,34.0,3.0,734.0
758,126.0,57.0,38.0,35.0,5.0,735.0
759,126.0,57.0,38.0,29.0,15.0,736.0
760,126.0,57.0,29.0,36.0,12.0,737.0
761,126.0,57.0,29.0,33.0,17.0,738.0
762,126.0,55.0,29.0,34.0,13.0,739.0
763,125.75,64.0,34.0,33.0,7.0,740.0
764,125.75,61.0,39.0,33.0,4.0,741.0
765,125.75,60.0,38.0,29.0,9.0,742.0
766,125.75,60.0,34.0,34.0,8.0,743.0
767,125.75,59.0,39.0,26.0,13.0,744.0
768,125.75,59.0,36.0,31.0,11.0,745.0
769,125.75,56.0,39.0,33.0,11.0,746.0
770,125.75,56.0,37.0,32.0,12.0,747.0
771,125.75,50.0,39.0,31.0,15.0,748.0
772,125.75,50.0,34.0,39.0,13.0,749.0
773,125.75,49.0,43.0,35.0,10.0,750.0
774,125.75,49.0,39.0,32.0,13.0,751.0
775,125.5,66.0,36.0,23.0,13.0,752.0
776,125.5,62.0,36.0,33.0,6.0,753.0
777,125.5,61.0,35.0,35.0,3.0,754.0
778,125.5,59.0,30.0,27.0,16.0,755.0
779,125.5,58.0,36.0,31.0,12.0,756.0
781,125.5,57.0,35.0,30.0,14.0,757.0
782,125.5,54.0,34.0,39.0,13.0,758.0
783,125.5,53.0,33.0,34.0,10.0,759.0
784,125.25,62.0,35.0,36.0,6.0,760.0
785,125.25,61.0,39.0,30.0,6.0,761.0
786,125.25,61.0,36.0,28.0,9.0,762.0
787,125.25,60.0,35.0,31.0,8.0,763.0
788,125.25,59.0,34.0,31.0,10.0,764.0
789,125.25,59.0,32.0,30.0,13.0,765.0
790,125.25,59.0,31.0,35.0,12.0,766.0
791,125.25,58.0,36.0,27.0,15.0,767.0
792,125.25,57.0,33.0,36.0,10.0,768.0
793,125.25,56.0,35.0,32.0,17.0,769.0
794,125.25,55.0,39.0,36.0,9.0,770.0
795,125.25,54.0,37.0,35.0,11.0,771.0
796,125.0,66.0,35.0,25.0,13.0,772.0
797,125.0,64.0,33.0,33.0,8.0,773.0
798,125.0,63.0,36.0,31.0,8.0,774.0
799,125.0,62.0,36.0,30.0,8.0,775.0
800,125.0,62.0,35.0,30.0,4.0,776.0
801,125.0,61.0,36.0,29.0,14.0,777.0
802,125.0,61.0,32.0,32.0,14.0,778.0
803,125.0,60.0,35.0,34.0,5.0,779.0
804,125.0,60.0,35.0,32.0,8.0,780.0
805,125.0,60.0,33.0,31.0,10.0,781.0
806,124.75,62.0,33.0,32.0,6.0,782.0
807,124.75,61.0,38.0,31.0,6.0,783.0
808,124.75,61.0,38.0,28.0,9.0,784.0
810,124.75,61.0,34.0,33.0,5.0,785.0
811,124.75,60.0,36.0,30.0,9.0,786.0
812,124.75,58.0,36.0,38.0,0.0,787.0
813,124.75,58.0,34.0,34.0,11.0,788.0
814,124.75,57.0,35.0,35.0,9.0,789.0
815,124.75,55.0,39.0,31.0,13.0,790.0
816,124.75,53.0,37.0,36.0,11.0,791.0
817,124.5,63.0,36.0,30.0,5.0,792.0
818,124.5,61.0,43.0,30.0,5.0,793.0
819,124.5,60.0,36.0,33.0,7.0,794.0
820,124.5,60.0,36.0,32.0,7.0,795.0
821,124.5,57.0,38.0,26.0,15.0,796.0
822,124.5,57.0,37.0,34.0,7.0,797.0
823,124.25,66.0,36.0,26.0,7.0,798.0
824,124.25,65.0,35.0,30.0,3.0,799.0
825,124.25,63.0,40.0,29.0,1.0,800.0
826,124.25,63.0,33.0,28.0,13.0,801.0
827,124.25,61.0,39.0,26.0,8.0,802.0
828,124.25,61.0,38.0,32.0,6.0,803.0
829,124.25,61.0,34.0,34.0,7.0,804.0
830,124.25,60.0,40.0,27.0,6.0,805.0
831,124.25,60.0,37.0,33.0,8.0,806.0
832,124.25,60.0,34.0,30.0,12.0,807.0
833,124.25,58.0,41.0,28.0,7.0,808.0
834,124.25,58.0,39.0,32.0,4.0,809.0
835,124.25,58.0,38.0,33.0,10.0,810.0
836,124.25,58.0,37.0,28.0,10.0,811.0
837,124.25,58.0,35.0,31.0,14.0,812.0
839,124.25,57.0,39.0,33.0,8.0,813.0
840,124.25,57.0,38.0,28.0,13.0,814.0
841,124.25,56.0,30.0,33.0,17.0,815.0
842,124.25,54.0,37.0,33.0,11.0,816.0
843,124.0,62.0,37.0,28.0,10.0,817.0
844,124.0,62.0,35.0,29.0,10.0,818.0
845,124.0,61.0,31.0,29.0,8.0,819.0
846,124.0,59.0,38.0,27.0,12.0,820.0
847,124.0,56.0,36.0,32.0,6.0,821.0
848,124.0,55.0,38.0,28.0,13.0,822.0
849,124.0,52.0,33.0,38.0,16.0,823.0
850,124.0,51.0,36.0,31.0,12.0,824.0
851,123.75,65.0,41.0,26.0,1.0,825.0
852,123.75,61.0,38.0,29.0,10.0,826.0
853,123.75,57.0,36.0,35.0,7.0,827.0
854,123.75,56.0,39.0,33.0,6.0,828.0
855,123.75,55.0,37.0,30.0,9.0,829.0
856,123.75,54.0,39.0,29.0,12.0,830.0
857,123.75,54.0,35.0,35.0,11.0,831.0
858,123.75,53.0,39.0,34.0,13.0,832.0
859,123.75,51.0,41.0,33.0,13.0,833.0
860,123.5,63.0,38.0,27.0,8.0,834.0
861,123.5,63.0,36.0,29.0,6.0,835.0
862,123.5,61.0,36.0,32.0,7.0,836.0
863,123.5,61.0,34.0,32.0,6.0,837.0
864,123.5,59.0,34.0,32.0,9.0,838.0
865,123.5,58.0,34.0,36.0,7.0,839.0
866,123.5,55.0,35.0,35.0,9.0,840.0
868,123.5,54.0,37.0,31.0,13.0,841.0
869,123.5,53.0,35.0,35.0,6.0,842.0
870,123.25,63.0,30.0,28.0,12.0,843.0
871,123.25,62.0,35.0,27.0,9.0,844.0
872,123.25,61.0,37.0,28.0,10.0,845.0
873,123.25,60.0,39.0,23.0,14.0,846.0
874,123.25,60.0,35.0,32.0,11.0,847.0
875,123.25,59.0,39.0,30.0,7.0,848.0
876,123.25,56.0,39.0,30.0,10.0,849.0
877,123.25,56.0,38.0,27.0,15.0,850.0
878,123.25,52.0,39.0,32.0,12.0,851.0
879,123.0,60.0,36.0,30.0,10.0,852.0
880,123.0,60.0,31.0,34.0,9.0,853.0
881,123.0,59.0,35.0,34.0,7.0,854.0
882,123.0,59.0,35.0,33.0,5.0,855.0
883,123.0,58.0,39.0,24.0,13.0,856.0
884,123.0,56.0,38.0,29.0,11.0,857.0
885,123.0,56.0,32.0,35.0,14.0,858.0
886,123.0,52.0,37.0,35.0,13.0,859.0
887,123.0,52.0,37.0,32.0,16.0,860.0
888,123.0,51.0,37.0,34.0,15.0,861.0
889,122.75,60.0,39.0,33.0,5.0,862.0
890,122.75,59.0,32.0,34.0,10.0,863.0
891,122.75,58.0,35.0,29.0,12.0,864.0
892,122.75,58.0,29.0,33.0,17.0,865.0
893,122.75,56.0,37.0,32.0,8.0,866.0
894,122.75,54.0,35.0,31.0,14.0,867.0
895,122.75,54.0,32.0,40.0,12.0,868.0
897,122.75,52.0,37.0,34.0,6.0,869.0
898,122.5,63.0,40.0,27.0,3.0,870.0
899,122.5,63.0,34.0,28.0,10.0,871.0
900,122.5,62.0,35.0,33.0,7.0,872.0
901,122.5,62.0,35.0,30.0,6.0,873.0
902,122.5,60.0,35.0,26.0,14.0,874.0
903,122.5,60.0,31.0,31.0,10.0,875.0
904,122.5,58.0,38.0,31.0,8.0,876.0
905,122.5,58.0,34.0,31.0,11.0,877.0
906,122.5,57.0,37.0,30.0,14.0,878.0
907,122.5,56.0,39.0,30.0,9.0,879.0
908,122.5,53.0,37.0,32.0,13.0,880.0
909,122.25,63.0,35.0,31.0,5.0,881.0
910,122.25,60.0,36.0,23.0,11.0,882.0
911,122.25,59.0,37.0,37.0,1.0,883.0
912,122.25,58.0,32.0,34.0,11.0,884.0
913,122.25,57.0,37.0,30.0,12.0,885.0
914,122.25,54.0,39.0,32.0,10.0,886.0
915,122.25,54.0,37.0,33.0,7.0,887.0
916,122.25,54.0,34.0,31.0,14.0,888.0
917,122.25,53.0,36.0,34.0,13.0,889.0
918,122.25,49.0,34.0,32.0,13.0,890.0
919,122.25,48.0,36.0,37.0,10.0,891.0
920,122.0,63.0,40.0,27.0,0.0,892.0
921,122.0,63.0,33.0,33.0,5.0,893.0
922,122.0,61.0,39.0,26.0,7.0,894.0
923,122.0,60.0,36.0,24.0,11.0,895.0
924,122.0,59.0,35.0,32.0,2.0,896.0
926,122.0,57.0,37.0,33.0,10.0,897.0
927,122.0,57.0,36.0,27.0,13.0,898.0
928,122.0,55.0,37.0,33.0,12.0,899.0
929,122.0,55.0,37.0,31.0,9.0,900.0
930,122.0,54.0,28.0,36.0,13.0,901.0
931,122.0,51.0,39.0,30.0,11.0,902.0
932,121.75,60.0,37.0,28.0,4.0,903.0
933,121.75,59.0,35.0,33.0,4.0,904.0
934,121.75,59.0,34.0,24.0,14.0,905.0
935,121.75,56.0,35.0,27.0,12.0,906.0
936,121.75,55.0,36.0,35.0,10.0,907.0
937,121.75,54.0,32.0,36.0,11.0,908.0
938,121.75,53.0,40.0,31.0,7.0,909.0
939,121.5,62.0,39.0,26.0,3.0,910.0
940,121.5,61.0,34.0,34.0,3.0,911.0
941,121.5,60.0,40.0,26.0,7.0,912.0
942,121.5,60.0,32.0,31.0,10.0,913.0
943,121.5,59.0,32.0,27.0,14.0,914.0
944,121.5,58.0,40.0,33.0,3.0,915.0
945,121.5,56.0,38.0,32.0,6.0,916.0
946,121.5,56.0,34.0,33.0,12.0,917.0
947,121.5,55.0,28.0,32.0,13.0,918.0
948,121.5,52.0,34.0,33.0,14.0,919.0
949,121.5,52.0,30.0,35.0,16.0,920.0
950,121.25,62.0,34.0,31.0,9.0,921.0
951,121.25,61.0,39.0,28.0,5.0,922.0
952,121.25,60.0,37.0,26.0,12.0,923.0
953,121.25,60.0,33.0,28.0,7.0,924.0
955,121.25,59.0,32.0,33.0,4.0,925.0
956,121.25,58.0,35.0,26.0,15.0,926.0
957,121.25,58.0,33.0,31.0,12.0,927.0
958,121.25,57.0,40.0,25.0,13.0,928.0
959,121.25,57.0,35.0,29.0,12.0,929.0
960,121.25,56.0,35.0,29.0,10.0,930.0
961,121.25,52.0,40.0,32.0,10.0,931.0
962,121.25,50.0,34.0,34.0,17.0,932.0
963,121.0,63.0,32.0,27.0,10.0,933.0
964,121.0,63.0,28.0,27.0,11.0,934.0
965,121.0,61.0,37.0,27.0,9.0,935.0
966,121.0,60.0,31.0,30.0,12.0,936.0
967,121.0,57.0,32.0,34.0,7.0,937.0
968,121.0,56.0,36.0,35.0,5.0,938.0
969,121.0,55.0,36.0,28.0,13.0,939.0
970,121.0,55.0,35.0,32.0,11.0,940.0
971,121.0,50.0,32.0,32.0,14.0,941.0
972,121.0,48.0,39.0,27.0,13.0,942.0
973,120.75,60.0,39.0,28.0,7.0,943.0
974,120.75,60.0,35.0,25.0,14.0,944.0
975,120.75,60.0,33.0,30.0,10.0,945.0
976,120.75,58.0,33.0,30.0,6.0,946.0
977,120.75,56.0,38.0,29.0,8.0,947.0
978,120.75,56.0,37.0,31.0,9.0,948.0
979,120.75,56.0,36.0,30.0,13.0,949.0
980,120.75,56.0,35.0,32.0,12.0,950.0
981,120.75,55.0,37.0,28.0,8.0,951.0
982,120.5,61.0,32.0,23.0,17.0,952.0
984,120.5,57.0,38.0,28.0,7.0,953.0
985,120.5,56.0,37.0,33.0,7.0,954.0
986,120.5,56.0,30.0,34.0,11.0,955.0
987,120.5,53.0,38.0,30.0,12.0,956.0
988,120.25,65.0,33.0,25.0,6.0,957.0
989,120.25,61.0,33.0,27.0,8.0,958.0
990,120.25,58.0,35.0,31.0,9.0,960.0
991,120.25,56.0,31.0,30.0,12.0,961.0
992,120.25,56.0,31.0,27.0,16.0,962.0
993,120.25,55.0,38.0,30.0,10.0,963.0
994,120.25,55.0,36.0,27.0,17.0,964.0
995,120.25,52.0,34.0,33.0,9.0,965.0
996,120.0,62.0,35.0,27.0,7.0,966.0
997,120.0,62.0,35.0,26.0,9.0,967.0
998,120.0,59.0,39.0,27.0,10.0,968.0
999,120.0,57.0,38.0,25.0,7.0,969.0
1000,120.0,57.0,34.0,32.0,13.0,970.0
1001,120.0,56.0,32.0,31.0,11.0,971.0
1002,120.0,52.0,37.0,30.0,12.0,972.0
1003,120.0,44.0,36.0,37.0,12.0,973.0
1004,119.75,62.0,35.0,31.0,7.0,974.0
1005,119.75,62.0,29.0,33.0,6.0,975.0
1006,119.75,58.0,35.0,29.0,7.0,976.0
1007,119.75,58.0,34.0,31.0,7.0,977.0
1008,119.75,57.0,36.0,26.0,11.0,978.0
1009,119.75,56.0,32.0,29.0,11.0,979.0
1010,119.75,55.0,37.0,34.0,5.0,980.0
1012,119.75,54.0,31.0,35.0,14.0,981.0
1013,119.75,52.0,37.0,31.0,14.0,982.0
1014,119.75,52.0,36.0,31.0,12.0,983.0
1015,119.75,50.0,41.0,31.0,13.0,984.0
1016,119.5,62.0,34.0,31.0,7.0,985.0
1017,119.5,59.0,34.0,27.0,9.0,986.0
1018,119.5,57.0,35.0,32.0,10.0,987.0
1019,119.5,56.0,37.0,29.0,10.0,988.0
1020,119.5,55.0,30.0,32.0,15.0,989.0
1021,119.5,54.0,35.0,29.0,10.0,990.0
1022,119.5,52.0,27.0,32.0,12.0,991.0
1023,119.5,50.0,38.0,28.0,9.0,992.0
1024,119.25,65.0,32.0,31.0,4.0,993.0
1025,119.25,64.0,33.0,25.0,7.0,994.0
1026,119.25,61.0,34.0,33.0,5.0,995.0
1027,119.25,61.0,32.0,31.0,8.0,996.0
1028,119.25,61.0,30.0,31.0,9.0,997.0
1029,119.25,59.0,37.0,27.0,7.0,998.0
1030,119.25,58.0,34.0,32.0,3.0,999.0
1031,119.25,55.0,36.0,32.0,7.0,1000.0
1032,119.25,55.0,36.0,30.0,10.0,1001.0
1033,119.25,55.0,35.0,30.0,8.0,1002.0
1034,119.25,55.0,32.0,36.0,5.0,1003.0
1035,119.25,54.0,39.0,29.0,8.0,1004.0
1036,119.25,54.0,38.0,27.0,11.0,1005.0
1037,119.25,54.0,35.0,29.0,10.0,1006.0
1038,119.25,53.0,35.0,28.0,11.0,1007.0
1039,119.25,51.0,34.0,33.0,10.0,1008.0
1041,119.25,50.0,40.0,33.0,10.0,1009.0
1042,119.25,48.0,35.0,35.0,14.0,1010.0
1043,119.0,62.0,33.0,21.0,8.0,1011.0
1044,119.0,61.0,34.0,26.0,9.0,1012.0
1045,119.0,59.0,37.0,32.0,7.0,1013.0
1046,119.0,56.0,33.0,25.0,13.0,1014.0
1047,119.0,54.0,37.0,24.0,13.0,1015.0
1048,119.0,53.0,40.0,27.0,11.0,1016.0
1049,119.0,53.0,33.0,32.0,12.0,1017.0
1050,118.75,68.0,35.0,17.0,6.0,1018.0
1051,118.75,62.0,37.0,21.0,6.0,1019.0
1052,118.75,62.0,36.0,20.0,11.0,1020.0
1053,118.75,61.0,35.0,32.0,6.0,1021.0
1054,118.75,59.0,30.0,31.0,7.0,1022.0
1055,118.75,58.0,37.0,28.0,7.0,1023.0
1056,118.75,58.0,33.0,26.0,13.0,1024.0
1057,118.75,57.0,38.0,29.0,7.0,1025.0
1058,118.75,57.0,33.0,31.0,11.0,1026.0
1059,118.75,55.0,36.0,29.0,13.0,1027.0
1060,118.75,55.0,33.0,29.0,8.0,1028.0
1061,118.75,54.0,35.0,30.0,11.0,1029.0
1062,118.75,53.0,38.0,32.0,12.0,1030.0
1063,118.75,53.0,30.0,32.0,15.0,1031.0
1064,118.75,52.0,36.0,31.0,10.0,1032.0
1065,118.75,52.0,33.0,31.0,10.0,1033.0
1066,118.75,51.0,36.0,29.0,12.0,1034.0
1067,118.5,62.0,33.0,26.0,8.0,1035.0
1068,118.5,62.0,27.0,33.0,6.0,1036.0
1070,118.5,60.0,35.0,34.0,1.0,1037.0
1071,118.5,59.0,35.0,31.0,6.0,1038.0
1072,118.5,58.0,37.0,30.0,6.0,1039.0
1073,118.5,58.0,33.0,26.0,11.0,1040.0
1074,118.5,57.0,32.0,31.0,9.0,1041.0
1075,118.5,56.0,40.0,30.0,6.0,1042.0
1076,118.5,56.0,33.0,26.0,13.0,1043.0
1077,118.5,56.0,32.0,33.0,10.0,1044.0
1078,118.5,55.0,34.0,34.0,7.0,1045.0
1079,118.5,55.0,34.0,28.0,10.0,1046.0
1080,118.5,55.0,33.0,37.0,8.0,1047.0
1081,118.5,55.0,32.0,26.0,8.0,1048.0
1082,118.5,52.0,34.0,31.0,16.0,1049.0
1083,118.25,59.0,32.0,29.0,11.0,1050.0
1084,118.25,58.0,36.0,23.0,10.0,1051.0
1085,118.25,58.0,33.0,30.0,10.0,1052.0
1086,118.25,57.0,35.0,28.0,12.0,1053.0
1087,118.25,54.0,35.0,30.0,14.0,1054.0
1088,118.0,63.0,33.0,31.0,3.0,1055.0
1089,118.0,61.0,35.0,27.0,9.0,1056.0
1090,118.0,60.0,38.0,21.0,11.0,1057.0
1091,118.0,58.0,39.0,22.0,7.0,1058.0
1092,118.0,58.0,34.0,28.0,14.0,1059.0
1093,118.0,58.0,33.0,29.0,9.0,1060.0
1094,118.0,57.0,35.0,23.0,13.0,1062.0
1095,118.0,56.0,37.0,27.0,12.0,1063.0
1096,118.0,56.0,32.0,32.0,5.0,1064.0
1098,118.0,55.0,36.0,34.0,1.0,1065.0
1099,118.0,54.0,37.0,29.0,6.0,1066.0
1100,118.0,54.0,27.0,29.0,16.0,1067.0
1101,118.0,52.0,37.0,32.0,9.0,1068.0
1102,118.0,52.0,36.0,32.0,12.0,1069.0
1103,117.75,56.0,36.0,29.0,8.0,1071.0
1104,117.75,56.0,33.0,25.0,10.0,1072.0
